رقم تعريف قائمة التشغيل,معرّف القناة,تاريخ الإنشاء ووقته,تاريخ آخر تعديل ووقته,العنوان,الوصف,مستوى العرض
PLcGQ-NPkeMlGfVBlh1lyPPEpwMkLyimNY,UCQiupx81V3b5Aqr1vLMXK1A,2019-08-28 19:05:02 UTC,2019-08-28 19:05:03 UTC,Watch later,,خاص

معرِّف الفيديو,تاريخ الإضافة ووقتها
VNzaRqqR8_Q,2019-08-28 19:05:03 UTC

